FLH_pv,FLH_el
1927.4897959183672,5131.14869033164
1933.952380952381,5128.270079722191
1940.9245283018868,5105.76016699578
1946.641975308642,5068.352215211402
1948.5108695652175,5093.832946638082
1929.7714285714285,5144.784279303334
1906.3947368421052,5360.252007453615
1830.8305084745762,6482.903940539341
1830.5777777777778,6483.401709002879
1829.96,6476.860687645938
1833.3333333333333,6457.605014990229
1837.4,6424.5138939367025
1841.0,6390.476714510296
1843.125,6384.9521013708145
1847.0,6378.553162450058
1849.9583333333333,6344.852207904973
1857.409090909091,6328.824304470938
1863.2777777777778,6300.921429200185
1866.111111111111,6272.9252552097605
1865.7368421052631,6308.297571462841
1867.15625,6268.475955566391
1877.7424242424242,6040.649842177896
1885.1463414634147,6064.476136613492
1888.6727272727273,6039.484047162143
1889.8620689655172,6136.202238099184
1886.7857142857142,6322.690593114909
1887.0,6331.789082549891
1887.9411764705883,6371.73800895692
1889.1290322580646,6272.7172101131
1890.56,6203.277645326452
1890.92,6231.029727814865
1894.9756097560976,6123.3992938777665
1902.404761904762,6037.6486230700975
1904.3720930232557,6332.306500567618
1903.40625,6469.379842782131
1904.25,6427.047451501217
1905.2727272727273,6163.22225956386
1906.8125,6093.742212494748
1909.357142857143,6087.667085481022
1915.8214285714287,5908.196368106495
1914.972972972973,5939.796656990482
1913.2857142857142,5981.83157508212
1914.5,6021.626784797874
1914.8095238095239,5951.667378612532
1917.3055555555557,5754.842329889798
1918.515625,5751.234705112438
1918.0144927536232,5935.363398827787
1914.35,5988.736247804976
1916.425,5608.317022927193
1918.7777777777778,5354.294733443792
1920.3529411764705,5288.279907433724
1923.7916666666667,5233.170951622509
1929.2121212121212,5208.015652194939
1932.68,5172.9565931888355
1935.516129032258,5164.742177588458
1939.9411764705883,5153.351332082908
1941.4634146341464,5123.525692284951
1925.6024096385543,5223.532938061166
1904.7764705882353,5409.092131373618
1893.561403508772,5600.661489147955
1874.4117647058824,5878.57234373645
1840.5,6237.2333154518565
1828.9803921568628,6485.142627981462
1831.8333333333333,6487.481190326798
1829.2121212121212,6478.565787431755
1831.1944444444443,6467.324694879499
1836.076923076923,6459.730505215179
1837.5714285714287,6431.4419348104275
1840.8125,6402.64540229924
1842.3846153846155,6413.6639814277005
1847.0,6388.873529654666
1851.45,6340.61036618051
1858.2758620689656,6318.023267430166
1863.6923076923076,6279.083144851174
1866.1333333333334,6240.097098489787
1866.9016393442623,6184.094576836622
1880.2686567164178,6131.087541677291
1880.6,6179.693973885762
1883.6153846153845,6133.244959378644
1885.8235294117646,6264.529153433774
1885.9333333333334,6281.773074754601
1890.5428571428572,6243.409755343921
1887.4727272727273,6413.44497005429
1891.0566037735848,6254.3029525609745
1893.5666666666666,6203.244962784258
1894.2857142857142,6363.259802299173
